Marca temporal,Carrera,Semestre que cursas actualmente,¿Cuál es la razón por la que te interesaría cursar alguna materia en el periodo intersemestral 2025-4?,¿Has cursado anteriormente un curso intersemestral?,Curso intersemestral que más te interesa cursar (OPCIÓN 1),"Segunda opción de curso intersemestral, si aplica (OPCIÓN 2)","Tercera opción de curso intersemestral, si aplica (OPCIÓN 3)",¿Qué dificultades has enfrentado (o crees que podrías enfrentar) al cursar una materia en intersemestral?,"Desde tu experiencia (o expectativas), ¿cómo valorarías la calidad académica de los cursos intersemestrales en comparación con los cursos regulares?",Justifica tu respuesta anterior,¿Qué condiciones crees que deberían garantizarse para que un curso intersemestral sea exitoso y justo para los estudiantes?,¿Te gustaría que se volviesen a impartir cursos intersemestrales de optativas del plan de estudios de Física y Física Biomédica?,"¿Consideras que debería cambiarse algo en la forma en que se organizan, asignan o anuncian los cursos intersemestrales? ¿Qué propondrías?",Algún comentario adicional sobre los intersemestrales,Token 
17/5/2025 15:59:29,Física,8,Voy atrasada en laboratorios,No,Laboratorio de Electrónica ,Relatividad,,No he cursado intersemestral antes,,,,No lo sé,"Que se anunciaran un tiempo antes, tal vez a través del correo, porque en cierta ocasión quise meter uno pero no me enteré y el grupo se llenó rápido",,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""66656b6b818912c3e817d08d51de226be18d431601a1c506d63386b94a48b4a6""}
-----BEGIN SIGNATURE-----
ZbWaX8aMjCZjO3wGkBFuDCfKf9IN2CbiMdk9/Pez1brSlRXOwpQRJWGP0zVJKYm6TrO0FSYxqhetaftGU+imUaRfzapxKetI6w6CMMpOodxqm7mtd9FNyG6x+MPuj+l/W/4RI0mg8zfXmLMEv6zOLEDp/6+O9HyuJ3jzM8s4a6aifY1sKl7NiQWAxWJpCMMzBDnBgNEXL16ia9XKS0uCb1JupitzlHLD3/+uddmxeknOoF1jA94e0oTnxqm8QxkciKO4fanQzzJUV6vlCRuepnGSnc0XstTDE9UW0aYO0LvN/bN3TLTRfyz9EEbX5haoSiuUSyO1uAecyWEGpDaP0zAFZzgkJ0+ZrzHZj3wJ4gym+Xtqg60nXXtjNcTBXYwxM9c9ThsEPstC3s1jxBlj3WX2R9+JlWq7wYQj3nXxrdt4zxBjGm/xxPQBTnhX1sMXJ3z4QlR761SoO8sKl3foBXiNFAkq2JfiY0ZvzI30EquYrcDOIRjKkuNztErSW4Dj9oanV7BSS6Qgkh8LCeJA3eZnFbpC1L+jR5N0It2KA4FH0pFvbk+yFh7IzL8gJcgvaadPdROsde/ccA4Wsvox5wWclI9bWnKL5M+lkMWYqFi1TXMCEK2ceEJdPzKeRH5NXGRiTTpwWJStuXGaiD3cbdwuyIqhk3asKMuwD86k8GY=
-----END SIGNATURE-----
###
"
17/5/2025 16:00:31,Física,4to,electromagnetismo 1,Sí,electromagnetismo 1,,,el transporte en la mañana ,4,Solo me enfoco en una materia y no en varias ,un horario adecuado ,"Sí, me gustaría y los tomaría",,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""25571208805a4a7e560aa7cbecfa3780b1c32bb7047e4eb7865d402092e0f641""}
-----BEGIN SIGNATURE-----
UDNJBYdAHN3+fTF+LT2MadICp3ug1UxCEdOBgPac3TNZYplbjHTLTvjMgzJpYbAvrR7JMz1z6vllSYTBR+yTjy7LMbbyXuTqdXwdR2wXu6fBwyIfMiWK2VOQKP0fcBNxlNpJx2G6ueq2iO+NYjiZ2s5I1qPon/Qhy8ipy6GQ7dyu4e9XhZ6OvBHElhbjAcDJ0+QJFVLsCHD/pb3+M8/OSsgJRb1xDH11OTMp9xEktnGVUFM8uXNTZt72jp7EEGyszWSw+6nDL4Owmhxu4q2REr4KC5Gh2r2whJSvhkNKQhCh0PLAdjYaDaTxw2sHw0UthY99o6IhO7jtuq5m7cQpXQaQo5MNDSzA4MjpvCNWKSudUqZFj1EH6ABXaEW7/a+BgfJ6x3XagMpK8MghINi0dC0TPzF8NXVOjXa70jfRvy7wv1vHho8uzaCpTslEY2P2WPafTiKoliCOZDK7xJrdsAeOWXVpg86iRLyXsWiqfj2ObalLYX6/P5XRVHc5qAOfVDsIsqi0pLI6a9OH1Wpi5NKtGILeTNBQfhTgtCcEbyQI0o4fkftL6GVp3jzj41bbJERSl09mdKyX03fzZY0uGfPru1rWwjhg2K384jEKJLoGs431D0V29cyE0qSHsBg/SV0uSbHBOK1qE8+i95NmFx4lIt6bt2lGejbrdlrSC44=
-----END SIGNATURE-----
###
"
17/5/2025 16:02:32,Física,Pendiente una materia de tercer semestre.,Tener la oportunidad de adelantar materias o aprobar las reprobadas.,Sí,Laboratorio de Óptica.,Laboratorio de Fenómenos Colectivos.,Laboratorio de Electrónica.,Temo que en algunos casos el horario sea demasiado extenso.,4,En casos de repetición el material puede abordarse con mayor fluidez. En materias que se abordan por primera vez podría servir para entrar en contacto con el material. Si el curso no es adecuado puede repetirse en período regular.,"Ninguna en especial, fuera de la extensión de las sesiones.","Sí, me gustaría y los tomaría","Que si un alumno que inscribe un intersemestral de una materia que cursa por primera vez o segunda lo reprueba, entonces se apunte NA en el acta o que no figure en el registro. Así los alumnos que busquen adelantar y que son regulares se mantengan regulares.",Sólo que podrían agregarse materias de Matemáticas de 5 horas a la semana.,"###
{""roles"":{""estudiante"":20252,""ayudante"":20222},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""6b792901756ae8708fef7a80f3a8b1a1152ccc531be2503f89df3956d58e14ed""}
-----BEGIN SIGNATURE-----
eHYkt/wtGSZR9vsuxMwYmSV8Le9hjegszzKbUfJ36o9eZeGF/ah4KQu6eoEq+CsqeRN1DDZdbqenhIDLCNspH02Zb87bylIAKYA8acgYRv5xiYmAUPlVaYc/gaW5rIJ1bp862gC+L+NxSKore0dhB05HFvDdc3HNL+CRZdni0M/CxHnrbjTEcmJDuUc9YxGCCawFnTHid5mM260sham8tX/OpaHMt9zzMpnGbAUkVXENHMAqoM3jXh6OIlWhbAstinzGOniSFglUvC7T2XrBp5+0szf15r/tk97iHXxtU1F2yw6eEgpL9nGZ0mlfyb9KNfUhD+HS9pbZey3uRvR3zVW9lc9Oj/zWkQkgrjSfQ3BNjFSs7b+TvSZ9AOh19r4L6CVOgzNB/7GvjO6y/TCLmFNTeRnhOATJFEnml237E6xCBy0f8KgCK/juc2rjmT0ZYDCp2T69wgjZcM7Wym0dBn+NB2gmAVIRdtSc5fu5rQz9EmmhzO5goDrvymXLUw+d96R5K2p7BrppSI9ved8Wv2ZJaWobyLh4T+TS9Dm6cGagQjJg8AXu/nZV8VbCLZ57SZxJOqok1l/qJ10Zifml3SZnCT5rWLCdWbRhLefPTEHzPAd3KpySUXlc4OZMkz7daWcgFvKUcpHPky3b4hXvSX+/k9B0mczijxkS0JAKB5c=
-----END SIGNATURE-----
###
"
17/5/2025 16:05:16,Física,Sexto,Pasar materias reprobadas ,Sí,Óptica ,Mecánica analítica ,Relatividad ,,4,,,"Sí, me gustaría y los tomaría",,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""1b8bc90ab7e0d7e2183a7e91548994af3248a049e58b875eb067048d53825106""}
-----BEGIN SIGNATURE-----
jkQNzJ1i7VY9eVXYn88tRAtBUmPy26IWy2XJLmlE3Z46DZJeZep0PiIsIO19pcwTDV/+gqLBTzzPlNrW7vbw2khsrPIo6CKjDoGxXbUyP4ukAeJu/lpmpB0yGqR2U9whDTup5rf0YN8zDhomfJEEkhxIG6TKke6OlM99zQuxIHh7Z3OXBmRXCL9fq5I9FNZcMuFv2ZZ+yVBl0IU/isg4IQCs3Jfz8CDf5PCUXmpkJvtwYOmDqiIPmgSfRjvMotUm/VFClPjt5s9jdnmqGijW5JILKsBrLNRlNJgtosP1yWX0TNTSCyPtuvQPxYAgU7lDu5LpLKYujldD9WUpq1qeU8YUFQPfyUjW3/jdoG2NE8XszFA8hwFRF9p9igXwguN2+Au+qbrxXSzIgJsJ2/pBnYqm+84O78W7kfvfu2FC4P0yRG4fAcsQUT/OkVf1dZ8nLiGwdeCZTtMRYpavLalpBhr0qF0brTI83f5RDmzNIS2Zaa56I5wNdNwrPU5uIUspS32yc1H9MtTQ4Uehb3JHIlll5Zc4N+r4NfnALEX0IhPxh+iSNYhIeuPaK8CDnCLDQJPfG7ws968qEfXsMNEKPCZjbVBezccAPDIjGGpVZbhzSPVPhKuNXZThz+aeI3xHKJwHDp1MNU7L4WCVp/yA1i3CkCJ/+QBeAkFjGUT61RU=
-----END SIGNATURE-----
###
"
17/5/2025 16:20:08,Física,Quinto,Llevar mis creditos al corriente ,No,Óptica,Relatividad,Maf,La distancia de mi casa a la facultad.,,,,"Sí, me gustaría y los tomaría",,Me gustaría que abrieran cursos en línea ya que se dificulta el trayecto hacia la facultad.,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""f19cd4adf33ea5c61b9ed69c19301d8d2e3e8b4e4d701f66876d75900bdeb0f1""}
-----BEGIN SIGNATURE-----
wmQUz8NQNAuGeYsjE72XNcJIHMr7hfV7tWWl37TdLASc1NGK/+d1/5vudFgqaEuf3a6AnEctoMtIKwf2CK9mQJ9+yYcrdVjXr6bosFv5ihpdz6MlwqmuClc7FlzfTmTX20zlig13OuwqWzQxZeXLxS+ahKp284UX/gMBxQBRx6gNSYaZrTaUqoaKWHZkNNvRK0aCfC/MUP9FPI10UxW+GD+WqUTmhFFAbBbzEGzgeUKTGHJYR5AhPhYlxzTRl456dalaY5TpgSlAsK94qOLF3ohcMmBZncI+eCNL/A90ncXGs9X9roXrEtBqwIdGJ8nb/rTijUujxGBWldsQQjHCksHBneoCEC1mCTvU7wO7+rJMHi2F06vJNOPYCAgcfY4SCs/RoaUn+oU5MXGE6TDEmcnQJaUqNPyjgH/uzNXplNoHXiIoWEmEC0ekYb834YTrB7nzQRB7jEtY91CDuWc8bFIN22O8niRyADZOA/t0tkZoPb2z4ElZAQtahd66OQ3naEWTUy26aOooQbgQllRxsI4BvnL7JJdD+AHG1GflrNEfDPoM/yJ8oWPjiMyI7gWTv5t4+8RPQGHCUjuMUVlvNBF/0eYZweKbJHjloOmYVUZaaWERwsC7I0HJWXrspvwzcT0FScQJ5d7rPr8sJZG9iaC965veaUEgaRBmhc2wXvY=
-----END SIGNATURE-----
###
"
17/5/2025 16:47:46,Física,Octavo,Creo que seria una ayuda para terminar más rápido la carrera así como de poder cursar las materias que se reprobaron en el semestre o no pudimos tomarlas.,Sí,Laboratorios ,Optativas ,Física nuclear y sub nuclear ,"El tiempo y los horarios, ya que, desde mi persona, yo trabajo por las mañanas y lamentablemente los laboratorios y clases intersemestrales son a esa hora impidiendo me poder asistir.",1,"Falta de tiempo y materias por impartí, más oferta de horario.",Tiempo suficiente para un buen curso.,"Sí, me gustaría y los tomaría",No se la forma en que se asignan los cursos. Propongo que se contraten más profesorxs para impartir estos cursos.,"Que se haga una oferta más grande de materias, así como más grupos en la tarde, tomando en cuanta a los compañerxs que no pueden asistir en las mañanas. ","###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""5f02a6710478a8f84a57a88bb4f433a1b4c5e170c0eb99c20cab6f51aa93e3af""}
-----BEGIN SIGNATURE-----
Rneh8fhfEoc7hMpC6gJrau1ye3qBkctdz2xD/X0tyRQ/r5Po7dInJBLskN4R4qu8GliIzQwUOe5rhPOjVOCh8xHdSSO7djFMUUhHKCC4vtk6lLosTlxijkb9e3nDUC0hT2TqamWU/7QqoxL31aaVFBrfDx85C6sGMa5Gh6s20B3j6XpD0o1H+VZG7t5MzVM7Cr/eH2VWfRZMqt5rS0h2AZo2zaWEUkQKK+2N4eghvW4k9+n9mvLoQlSQxPaBSD65YHIL2cSwk/4ALXmQgvoGVK23umavJcaJnhwkECaeNh2VoHmLR6szAW0S75KqocmyOlmgRfC5tjYfdlq36qFhLp5x6geORnUwqT+vzab79p0kAooGA4fjeBPy09xtue3QsvbENSCsgVyZOCdS8CohF6Qxeezk9WlolNArexfq7VwUs6DoCMctt6K40O5TVBATj9IWacIUGuAnMqXyeKo3bIs/VH9nc1ragartUV1ngUQlnKh4y/vkOIrVSlL4Yc8ltRT91Uk2RFyjMlI0W5eOnpMOjWqrsFd5ShIms8tqxg60D7Hd7VMEJIskaNKZQmG6d1w4mJKRId5NCdRmUmQy1JJyFtbXIW5RPtpgAIcgTUraif4aUdpoh1jCUQM2cdPNDeZ+i/DiuprqoSVGYmTFuyMSF2swQ8zRpZvZ/1afirs=
-----END SIGNATURE-----
###
"
17/5/2025 17:01:25,Física,6,Para aprovechar el tiempo en avanzar,No,Mecánica ciantica,Relatividad,Introd a la física cuantica,La dificultad de que no exista modalidad virtual ,1,No he cursado,Deba de ser preferentemente virtual,"Sí, me gustaría y los tomaría",Que haya también modalidad virtual ,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""8d1626867105f0ea06278beef5e0c403f7580a3c656381f130f6e2168c7aecf9""}
-----BEGIN SIGNATURE-----
VApeWUd9gimodh6q5IAyghjLZYcZrB1IG/0SEttkCjcVMDMOK5gV4OQ5nvFUtZmsFY5fijoegQ6DSgCgIvM0UbG+C9vfGz59ITkO4vs9oyfCaZUcqSWNntp5bjaWnzGeppZyzao7WEti1BDrKK3Iqm8ETGqJ8ysmXv/RkbxTwCuc7pTv2I44PaBblYI06ei7PIX1mIHrg2gx6d1xWbL/1m4HwOzcUJ9Q7OjVj2fNeuaUWOkruc9xEDebaYJJdmsVNXBTODIyGUx2Y5dIRvQKkXjLnZ6WUhMduQ8hXJgyxALTavWPpiQRCsreiAB3eP13+EJLZPi4FZuIe2hRbe6z7pvC+eWVMn5Tjqd5T6rfw8cUirQYafxE01zzBunFMhmBz1E2A31A0SWZuiXD6p7CeI+1WhCuDTyKb8mN44NB65OYtHMM9od0xsEI4dr4MeoDDd+dAC3tDDKggyzjU3kCXtFiodj6mUqSQTPVROta4vXI84vVNQYed8OUAeZnmuvkVjqD0m/mDmw5oFEOzJyU9e2e+4I0mPZfL2QS0dero55DH0STnYkmVEBviT/4GO9HuQunQWsm5fQqMOocnN7Jqq03br5aK9v+NSEGmPi8FnRj3cxwJ8RG13LIebE/4s3Aiq7l7scKg67xyxMPAkqK/BIPAExiVTlvNHHzTAJbQJ0=
-----END SIGNATURE-----
###
"
17/5/2025 17:15:52,Física Biomédica,6°,"Es una materia que en su momento no pude aprender/aprobar, creí que podía avanzar pero me di cuenta que sí representa un hueco importante para otras materias ",Sí,Introducción a la física cuántica ,Algoritmos computacionales ,Física Computacional,Más que nada los periodos tan largos de clase,4,"La calidad me parece tan buena como en regular, pero es más pesado por la duración de estos",Al menos un periodonde descanso suficiente entre ciertas horas,"Sí, me gustaría y los tomaría","Si acaso una mayor apertura de cursos, pero entiendo que es difícil ya que se presta a cuántos lo soliciten",,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""a06894203bca8b325d49036cd28d0e9f758b8e8e015357c9fb5c060dd5d37cd4""}
-----BEGIN SIGNATURE-----
T6W8QIoHoGpj8aizUk9qNggnrjL0sFej2K4/L9rcWLUYxn9oUccPhqEJAVGB2hrnEAn1fQMZWMIcWh33lPBJUTCnToX7cy4Qn4dMEpBrKOfcxQlXMfTDnmLqg3g98wn8S94JKw3W22ykM54mxNtdOB1EXE9v65CuPpoIb04aJS9j5iQJG9tUx7yLoV8jsQgx9eVyIHBKU0mqimLTbqczLg4cujXTn83W7E5nH8HIWiuOnnw34spQs53FKFtbpUzQgyYHyPp3vJ5dp1YId6g4sr04jmIMuHPJhYHl38LRO3WerWeqkoQpK7ZEdVtLWZ25jVMa5ZvVrRcY7GGp0dIuM30Q9i/vG2s7n8baNYZEXtXGO0YFrfz467+2fN8lfkb+4YM0Dp26xBxvZCMkuBEA1NZCb0yJSxpK0vPSu37KTpqnEk7tqyvIN7GFJzPpN/u817nYL20SAEOw0WcPK7QC57U4a9TGeKMRL27O0+8H2G1p0io6wUz/1GLd1XLYLMqnKoZbEBXcNdrC4sm1jxphjnkNKxawKGXbL0VdpG+3P5B9QhiTYOzvMFWvtc1kvvF1hGSE+t312eng2db8gezS/4K53xJp9RO7p+LhpH4+fVBDpwTbVNdXEcp3iM23PZ5aQVyDlLjXMqviwhjaepcMv3tTeHocJtfqMSSBu683qkQ=
-----END SIGNATURE-----
###
"
17/5/2025 17:27:10,Física,Octavo ,Para poder terminar la carrera ,Sí,Laboratorio de contemporáneo I,Laboratorio de contemporáneo II,,Puede ser pesado por los tiempos ,4,He encontrado a profesores con gusto por enseñar en ese corto tiempo ,Que se les de material para impartir sus cursos ,"Sí, me gustaría y los tomaría",Que se dieran las razones por las que no se aceptan las solicitudes y abrir más grupos ,,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""03fe9b08e7355fccf688269445f274465d4321da3795fd67d97fa749e65ad7ac""}
-----BEGIN SIGNATURE-----
JHmtOPvSoz1zUJWeShv7AMNE9k4J84vzZsUeWIZODLFaHabmuDOV+A/GwgFmvUPpRq+SOdCnWRwEpG9X11x902XFDEq+Xe/hZPpbPsefu02C5G02gyvLwA7dYj7RK+KAnTvzAKgUSNJ4S4wf9ibkujkKEDCZonXIPiy19/MkhWdkgbejpApj5z72RFRyjxM0Tfc+S0cQPpbnPbXlsOw0ljqqSMkRFYr/JJAIUSvBfisjU7mO0IiAE/8RqDoytrUnTkaowwMBtWg8K1cO1VUQRSOTzBhJ1G/4FBwjXAMzBiFGKZbz9QAv3JcuncuocbU2ugusT8Q2sWhQZvbjvxWVtxHtFxazevio9emEoNw/PRP3Wv4cfqtZM4PpkQ4R/OMJOTc4xKpghEdAfLDmhHPHreodw1elRa6Gc03eOVflH8J6zVV0hH4uyoz34Oo4OxnWeLndMMBf4Ye0mGi1HyccawAbjXBUBj+iq7FPoCLNxH4jBfdE2TOfoA8xB9gb/aF2GKlGjdDkR9eFy/3znFpdzYvxCt7iODPY6kczPxytCx3QeFcNtkSnQSZ3Kx+2pAPFbs6SaYHFghB0V7XqKA8d9ttCtXZpwYcXbSqAQul96sw7SpAGGchxm/sqGa0QyZnJYWPl4hiOLVJKGGCI9tBHSrrlyqfccpy/dri2KxTqnD8=
-----END SIGNATURE-----
###
"
17/5/2025 17:34:22,Física,12,Terminar mis materias ya el próximo semestre ,Sí,Laboratorio de física contemporánea 2,Dinámica de medios deformables (DMD),Laboratorio de física contemporánea 1 ,El tiempo extenso y las tareas tan pesadas como muchas ,2,"Se que es tiempo para llevar la materia de una forma exprés, pero el nivel de carga de trabajo no siento que sea balanceado, pues dejan las tareas como si fuese un semestre normal cuando no se tiene mucho tiempo, no están ajustando las tareas para un inter.","Una carga de trabajo razonable, tiempos medidos y claros.","Sí, me gustaría y los tomaría","Que si tomen en cuenta que hayas llevado la materia y no cursado, pues me ocurrió que pedi un inter para reponerme y me lo negaron aunque ya haya llevado la materia, pero les asignaron el lugar a gente que no había cursado la materia con el propósito de adelantar materias",Sería bueno que si piden para llevar el inter haber llevado la materia y no haberla aprobado se respete ese punto que piden.,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""2e9db89d03e20fa9eaa94f9440c528145dbb82d1add59530da8c94f209426d42""}
-----BEGIN SIGNATURE-----
YHORdkeKxHlV9WQHNq8RFbg83MLGfTztdmgWFasq8gxborl3U/gpB45Ifk37aXfz90bYmdb3AtrTtMUNyuz/dXNmzmJgPOxvcBSVUcw9e+tpiF8SyjmQA9/dWfPOuIxgzds3hSdFF/2oX54KbusNnPZqcQqZA0FCKIYgdshDAauB+BMAK2qknXyWi/HyITCD4UIralbKFWjMm6Zt/1iktpMTjbAYdcuUKPD6U3snMZifEHUqSXwuRvLG0QZgA2R0SAN8DEumGIgFAeFKnd+zSdjvEO8AQhG7HuyT5RO5HnS60v0f2l/KTvviFCxhrrlS7lM5bAEmbTkl3jD+58TweDKwD68i81eIRdIa7pNj9LK1oC7zwjnyYPAx7DLp4oyPAQ/W4/BKcnoaNSta/AwPkczgZYldktnmepbJFvF2gp9v+jGKJmZXHrfhczd4CMCxgd+aErFXoyihxU9o9/L+d1fOvRlpk7yuVOl/zS/A+mFAtvA6JvN+SywX94HQM8kjRrwhZi9f2d7TP0WLofRdblwmu5x+lNGImEUQYiLfKOQL9uCjeic204M1Bra6jvtymjBIfYMOHTRU5mprRFKpluvvqJlZuUP9LfGuGVmwV4fn619ME95vhILSOJCc91cL9y1dfDpjQE9Pz9gkUaNLkxcCzw3n/mRwtTi7JvzTJko=
-----END SIGNATURE-----
###
"
17/5/2025 17:40:32,Física,2025-2,Para poder pasar materias que ya recurse dos veces ,Sí,Mecánica vectorial ,Física contemporánea ,Fenómenos colectivos ,La rapidez con la que se llevan los temas,5,"El intersemestral que lleve fue bastante bueno, los profesores cubrieron los temas y los explicaban de forma que no era aburrido ",Que los profesores enseñen los temas de forma que sea rápido y fácil de comprender ,"Sí, me gustaría y los tomaría",Que se le de prioridad a los albañiles que ya cursaron la materia ,No.,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""cb10473f5050ec9e6fde912d4dd56345ead8c1b72869bea88978a1de19668688""}
-----BEGIN SIGNATURE-----
WNzd4RdCehpyfT3t/Ewdm8wU2g47xTh20kamCSLzOy3IYe8EIvk3CaAo6jzex8b7RaTKE/q9McMdzkTTKgaxrgW5YCAdOV6HM28Cf8oTz3qUFTgLFzIf4/IVitTlvd7mDaLdW8m30sCROHGLXAbJphvyNfisFFg33x1aZv9vXYu7DNo+PHq/llzEGbpEbz1UHfsiDBYskg+N9HegYu3I5WM1ewwZ4ZAsei/xs8cFLvJ5ibbC/oL73u7wjJIAcqY7pD2Ava4fyl/RxM4WkhcMS5RoUXOqnV91NNZhcdTcUbJ900Vn5hphzcpXejsP1Oy4RpkGbRmeFEH/3lJrGUTImm3sMEFWTZqS4LjjKxE/EqXnEAwH7JwmVGVW6uc6IApE+1PGo1seKVhjDz2P8q6UDeeeGCSQ4RwAZJZjKi0TgszCVu9z3ZAxsPfI6I3YFXAt13nhnT4YGCJElOxdcTC+B9oZmx8+7oT+1k0Cclz5ucpelzccZeJhK/YY5fRmEIOYDndzwW/yuZruP15Z4D0TKPthmEDgBqSIo9bnOwjas6neFT5dEcllxfC0DO8epMoLQr5mgDAFDsDveRg62fuikHH92GXjyqPoRp22JMaoq0vRXaA4wwx0CzH3QcxEwsFQE8dJZoRZAkJOpbYtaqfRYFPU/+P0aGoiYirVuiLHFgU=
-----END SIGNATURE-----
###
"
17/5/2025 17:41:53,Física,6,Reponerme o ponerme al corriente con las materias que me faltan cursar,No,Laboratorio de óptica ,Laboratorio de electrónica,Física computacional ,La rapidez de los temas,4,"Creo que un buen curso puede darse en un periodo corto de tiempo, esto depende más de una buena organización de los temas y un cronograma bien establecido de las evaluaciones, donde no se presione dichos elementos solo para completarlos como si fuera el objetivo principal y no el de dar una buena presentación de los temas.","Una buena comunicación entre los estudiantes o personas interesadas y los profesores que quieran dar la materia, normalmente esta comunicación no es tan efectiva pero en mi experiencia cuando se logra es más fácil llevar un buen curso","Sí, me gustaría y los tomaría","Actualmente me parece bien anunciado, creo que mandar un correo anunciando su fecha es muy conveniente ","Podría ser buena idea que sea obligatorio tener un canal directo entre el profesor y los alumnos, ya sea un whatsapp, Telegram u otro medio más directo y colectivo para facilitar la comunicación ","###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""0b8a5c4153f212cf60ff2720052f7995f27f84cb3701712bb6a5faedd24ab92a""}
-----BEGIN SIGNATURE-----
tkxGs5idbWEjG4qBlN8O6FGKti25HfIN0t4F7iedqaOyU3ydQTG2pDhFIpc0NrU5BpNLYeC6r2JaVXvEWsU8Q8IPNZwgm4kVjk92Wv4kNcmVb//YXaIJjsFX/qqCUx/IAK+NX11lrV2c1LCbS2Fqwa2aqQ/YOXRGddB/PAKl9Iq+xZNnc7MWsSFthXBk34fabV84pNSwRISbKUauAnHlIeYAf4sdVi6kv6IvFlhybKx8VWhmdv/7Ek38/wY8HX2pICoLFImXYsAogjgOQ3cVm1E1dm5e73k30kMZrJumW98o033idA7Ity3+CBrnY2Pia7u5qq6JTNJdyGygpeyMDKwCqlcsBlPyCkAS0syYmbKc8+hpH2xCPQmIyQYZMuq77e7fbbaRq0lRsEXsRG1hTkDASVXpJ+fNKw0U2pPBWFzA++tW/KeSi3cJOjH1Zo2hFRIG++UYanzimW+mkaA3NKPGET4gRroNrKIkrNUjk+V5Rw0ZwnucatDBjAQiSJr3LgEdkxmw64nDrxu7q8sFAx9KkPm5Nrn3DtkLSHOvIcpyIQc2hoMSsvSYM8YAgurPhbySd1bpgzKqnZedeHXTGFEzrEuv+dQPUWZIZpkUzh1XbwMe9xXkJS39nYSZk3dprlmc/nym6JI0WOMJBr+ay6QVMjtGBP1Nd2IHoD/cC8w=
-----END SIGNATURE-----
###
"
17/5/2025 18:26:53,Física,8,ya tiene mucho que deberia haber salido y quiero avanzar lo ams posible ,Sí,Laboratorio de fisica contemporanea I,Laboratorio de fisica contemporanea II,mecanica de medios deformables ,los temas se dan muy rapido y a veces es complicado llevar el ritmo ,4,"si bien los temas se dan mas rapido , el hecho de que puedas enfocarte en una sola materia es mas comodo ",una optima estructuracion de los temas que deben cubrirse ,"Sí, me gustaría y los tomaría","no , todo bien",,"###
{""roles"":{""estudiante"":20252},""id_votación"":""intersfisicaybiomes"",""id_certificado"":""d9dffc0d0d5ce833f7eb06f8368901c4351f195c4bdbaa2e9199e66090cbe67f""}
-----BEGIN SIGNATURE-----
LiagOnAVtbfCxpsV7QZJRlVxidYN2ZBZCwnCNKSCo3ify20e2qfjUHsEwMLJyooqsqzppOCPsQtm/WTRdwSYFoy4j1GVjKFv4UxIn0VPQBqtoewpJkFbtt/K7h3la7oBlc3nXBj10fgsshpXKCJuMDmxWfMcLtegf5jDFNaa52o6BlAeXFWQ4m8WfgZRVwMaxpFNnQNJsiwn0Cqzo3SRXxAlG2LpGUMlNrim6osfABtr4Qs8Dvux1tjfFvWdJ68eOyuxKPgxmViN13bj+pWfBevsGsg5KcJp76mXb1mqyiZE8zJCZEd+aovWhglvKOX1gkaFpDLrLjgEkgW7w9Hwu3ud/YxCoJMRiv+M8eVBK3Un7awutXBS5i4fP5YRGrM7XUDQptqv27jzFr0lIbqd/yGUZgD5V3kUBFT5Nnx1jZWIs2jr3wGHv1jlqsvMLlIWQkJjqscyQWjmxONdxL9Ks/1uDxYH59j3peauoiiyP+4S9s7FB3QS6/RS0e1aMQtiZIZ5bGuZXoJSG6+RLs9EemGfToYqfs/5F+2aVMbc39ZAdB0BmLDjvFkqvhZEkLSKOd/sQAUKsFk9iX4w61spiRKtL0xZ70HvH7IGtYtvgEHkRzW44q4r+AmB+7EN+cLcDnxjHY2h7b6SXbXomWOEp3cfvjqomwz77k5JJTl/cms=
-----END SIGNATURE-----
###
"
